-5.280236788285831	-4.633392363894685
-5.22690104121762	-5.060078340440369
-5.173565294149411	-5.396004573483983
-5.1202295470812	-5.673545428115433
-5.0668938000129895	-5.920574151378724
-5.01355805294478	-6.16760287464201
-4.960222305876569	-6.4122593274279485
-4.90688655880836	-6.614373737370638
-4.853550811740149	-6.81648814731333
-4.800215064671939	-7.018602557256022
-4.746879317603729	-7.220716967198712
-4.693543570535518	-7.422831377141405
-4.640207823467309	-7.624945787084093
-4.586872076399098	-7.827060197026786
-4.533536329330888	-8.029174606969478
-4.480200582262677	-8.231289016912172
-4.426864835194467	-8.433403426854865
-4.373529088126257	-8.635517836797554
-4.320193341058046	-8.837632246740245
-4.266857593989836	-9.039746656682938
-4.213521846921626	-9.20027147085291
-4.160186099853416	-9.357471567475002
-4.106850352785206	-9.514671664097094
-4.0535146057169955	-9.671871760719188
-4.000178858648786	-9.82907185734128
-3.9468431115805758	-9.986271953963373
-3.8935073645123652	-10.143472050585467
-3.840171617444155	-10.30067214720756
-3.7868358703759446	-10.457872243829655
-3.7335001233077345	-10.615072340451748
-3.680164376239524	-10.772272437073841
-3.626828629171314	-10.929472533695934
-3.573492882103104	-11.086672630318027
-3.5201571350348937	-11.24387272694012
-3.466821387966683	-11.38726913516048
-3.413485640898473	-11.499554918461977
-3.360149893830263	-11.611840701763471
-3.306814146762053	-11.724126485064966
-3.2534783996938423	-11.83641226836646
-3.2001426526256322	-11.948698051667957
-3.146806905557422	-12.060983834969452
-3.093471158489212	-12.173269618270947
-3.0401354114210015	-12.283704304052254
-2.9867996643527914	-12.35107577403315
-2.9334639172845813	-12.418447244014047
-2.8801281702163712	-12.485818713994945
-2.8267924231481607	-12.553190183975842
-2.7734566760799506	-12.62056165395674
-2.72012092901174	-12.663780290968162
-2.66678518194353	-12.68623744762846
-2.6134494348753194	-12.70869460428876
-2.5601136878071094	-12.723860646505827
-2.5067779407388993	-12.701403489845527
-2.453442193670689	-12.678946333185229
-2.4001064466024786	-12.632789519191443
-2.3467706995342685	-12.565418049210546
-2.2934349524660584	-12.49804657922965
-2.2400992053978483	-12.41749741498809
-2.186763458329638	-12.305211631686594
-2.1334277112614277	-12.1929258483851
-2.0800919641932176	-12.080640065083605
-2.0267562171250075	-11.968354281782108
-1.9734204700567972	-11.856068498480614
-1.920084722988587	-11.728819866848182
-1.8667489759203768	-11.57161977022609
-1.8134132288521665	-11.414419673603996
-1.7600774817839564	-11.257219576981903
-1.706741734715746	-11.100019480359808
-1.653405987647536	-10.942819383737715
-1.6000702405793257	-10.785619287115622
-1.5467344935111156	-10.62841919049353
-1.4933987464429053	-10.471101189104804
-1.4400629993746952	-10.268986779162113
-1.3867272523064849	-10.066872369219421
-1.3333915052382748	-9.86475795927673
-1.2800557581700645	-9.662643549334039
-1.226720011101854	-9.460529139391346
-1.1733842640336436	-9.258414729448655
-1.1200485169654335	-9.056300319505963
-1.0667127698972232	-8.854185909563272
-1.0133770228290135	-8.652071499620583
-0.9600412757608033	-8.407061587933567
-0.9067055286925931	-8.160032864670278
-0.8533697816243828	-7.913004141406987
-0.8000340345561723	-7.665975418143697
-0.7466982874879621	-7.4189466948804075
-0.6933625404197519	-7.171917971617118
-0.6400267933515416	-6.9248892483538285
-0.5866910462833319	-6.677860525090541
-0.5333552992151217	-6.430831801827252
-0.4800195521469115	-6.183803078563963
-0.42668380507870124	-5.936774355300673
-0.37334805801049065	-5.674648594330338
-0.32001231094228044	-5.38270555774645
-0.26667656387407024	-5.090762521162564
-0.21334081680585998	-4.798819484578676
-0.16000506973764939	-4.50024259582038
-0.10666932266943917	-4.163385245915894
-0.05333357560122895	-3.7598010294709923
2.171466981282233e-6	-3.3331150529253106
